MAF,Time
0.01748765142343837,1484824142.0
0.018508043288257447,1484825042.0
0.02039396030979383,1484825942.0
0.021370855457969528,1484826842.0
0.015741238071652102,1484827742.0
0.01583718513741087,1484828642.0
0.0163000931162919,1484829542.0
0.015897077298184525,1484830442.0
0.019166939521117678,1484831342.0
0.017174890113959708,1484832242.0
0.016823394895269274,1484833142.0
0.022283068149693157,1484834042.0
0.025932838473752183,1484834942.0
0.023127510622128252,1484835842.0
0.022252431294771485,1484836742.0
0.019780578916276447,1484837642.0
0.017501463949766396,1484838542.0
0.018186672346658456,1484839442.0
0.01743321578910355,1484840342.0
0.017704001511022367,1484841242.0
0.017562661352012232,1484842142.0
0.017786685802795785,1484843042.0
0.017907020304335313,1484843942.0
0.018177399441010166,1484844842.0
0.018222763438232984,1484845742.0
0.01831191141636138,1484846642.0
0.017897007064740997,1484847542.0
0.01808791389232669,1484848442.0
0.018396549779154628,1484849342.0
0.01824594948949918,1484850242.0
0.01829268695124744,1484851142.0
0.01876883649700565,1484852042.0
0.01797883275137722,1484852942.0
0.017110942336574737,1484853842.0
0.016746049779576635,1484854742.0
0.017399213564748363,1484855642.0
0.019199437138878537,1484856542.0
0.024460460775132347,1484857442.0
0.020338002758293162,1484858342.0
0.02486329836993391,1484859242.0
0.01949429995446557,1484860142.0
0.01826131093463026,1484861042.0
0.018757417665969348,1484861942.0
0.018107272863668103,1484862842.0
0.018136684127603223,1484863742.0
0.01908281706776484,1484864642.0
0.01798282829123975,1484865542.0
0.01732900596700472,1484866442.0
0.016269487387001937,1484867342.0
0.016244671991642173,1484868242.0
0.015885052232794804,1484869142.0
0.016679053454016855,1484870042.0
0.01590909775701522,1484870942.0
0.01628768460014368,1484871842.0
0.01744101163674251,1484872742.0
0.016331983788122537,1484873642.0
0.016218202094257825,1484874542.0
0.01586732046181276,1484875442.0
0.01587903290128756,1484876342.0
0.016581909284672625,1484877242.0
0.016399938367930973,1484878142.0
0.016426049191229617,1484879042.0
0.01604470767686129,1484879942.0
0.01641940130893302,1484880842.0
0.01733023117182359,1484881742.0
0.015754031040266847,1484882642.0
0.02018688023748558,1484883542.0
0.019971415104380483,1484884442.0
0.028130655747730906,1484885342.0
0.0219662657156731,1484886242.0
0.020720985867144236,1484887142.0
0.021324663476931915,1484888042.0
0.019739067590423903,1484888942.0
0.01857490956358473,1484889842.0
0.019862924881723313,1484890742.0
0.018764700778153443,1484891642.0
0.01925742394159578,1484892542.0
0.017422695621588668,1484893442.0
0.018476768981344677,1484894342.0
0.018732888588139526,1484895242.0
0.019073635495869837,1484896142.0
0.017939687092181,1484897042.0
0.017626781926598604,1484897942.0
0.017984373597407077,1484898842.0
0.017818949865397917,1484899742.0
0.017889893930831076,1484900642.0
0.017276250075215115,1484901542.0
0.017158010879157744,1484902442.0
0.016559590670815347,1484903342.0
0.016513815647635155,1484904242.0
0.015909234716739433,1484905142.0
0.015915135360065613,1484906042.0
0.016293218047872298,1484906942.0
0.016299884596101443,1484907842.0
0.01682138812826164,1484908742.0
0.01752395710522824,1484909642.0
0.020561533594094333,1484910542.0
0.016804274948231394,1484911442.0
0.01649340318265416,1484912342.0
0.01886615032160502,1484913242.0
0.02551553169650993,1484914142.0
0.028538894776500724,1484915042.0
0.020064295973549,1484915942.0
0.018959338638998163,1484916842.0
0.017836528857791682,1484917742.0
0.015880506582985923,1484918642.0
0.016317747027068133,1484919542.0
0.015903110341107824,1484920442.0
0.016306415832801967,1484921342.0
0.015909090909090907,1484922242.0
0.015694663134375564,1484923142.0
0.016025710478782547,1484924042.0
0.016031753145893002,1484924942.0
0.016432948692246006,1484925842.0
0.01641940130893302,1484926742.0
0.01640656262505002,1484927642.0
0.016051800540768504,1484928542.0
0.017342032967032968,1484929442.0
0.017156331468408566,1484930342.0
0.01597951028112846,1484931242.0
0.01607373084024034,1484932142.0
0.015915128504345795,1484933042.0
0.016281577438569884,1484933942.0
0.016484883642535045,1484934842.0
0.016026153434251407,1484935742.0
0.01604543172690763,1484936642.0
0.016006170058020835,1484937542.0
0.016439143721447093,1484938442.0
0.016446080691072312,1484939342.0
0.016432482604869576,1484940242.0
0.016031760872016756,1484941142.0
0.017591406500880452,1484942042.0
0.016699737141772298,1484942942.0
0.016513429519780656,1484943842.0
0.020483122819834484,1484944742.0
0.01784497669439237,1484945642.0
0.0262929970702814,1484946542.0
0.02909535698421694,1484947442.0
0.02145835392956449,1484948342.0
0.019490302927009776,1484949242.0
0.018806566661505483,1484950142.0
0.018216758639354427,1484951042.0
0.016468207803446384,1484951942.0
0.016462584062829615,1484952842.0
0.01593353715112466,1484953742.0
0.015618008168061106,1484954642.0
0.016400446023778655,1484955542.0
0.016826979796934028,1484956442.0
0.01679338202426105,1484957342.0
0.016432964531186898,1484958242.0
0.015662703652647006,1484959142.0
0.015643870608985776,1484960042.0
0.016465788833195674,1484960942.0
0.016064381395510877,1484961842.0
0.01681353428933106,1484962742.0
0.016006014445237082,1484963642.0
0.015612582566542419,1484964542.0
0.01602512706793891,1484965442.0
0.016044474071513975,1484966342.0
0.01641993776725222,1484967242.0
0.016459414116702847,1484968142.0
0.01684048468724573,1484969042.0
0.016420714808114245,1484969942.0
0.016407625859052467,1484970842.0
0.01605704853738063,1484971742.0
0.016453052664937528,1484972642.0
0.016031986382703103,1484973542.0
